Cantidad;PrecioUnitario;Total;NumeroBultos;Trimestre;Mes;Anio;Establecimiento;FormaPago;Discapacidad;EstadoContribuyente;Género;EstadoCivil;Ciudad;Instruccion;TipoPersona;Producto (Etiqueta)
20;18;360;0;1;3;2020;1;2;2;1;2;3;105;1;2;MAIZ AMARILLO NACIONAL
10;20;200;0;1;3;2020;1;2;2;1;2;3;105;1;2;MAIZ SELECTO
2;20;40;0;1;3;2020;1;2;2;1;2;3;105;1;2;MAIZ MOLIDO FINO
5;18;90;0;1;3;2020;1;2;2;1;1;3;105;1;2;MAIZ AMARILLO NACIONAL
4;21;84;0;1;3;2020;1;2;2;1;1;3;105;1;2;MAIZ SELECTO
100;21;2100;0;1;3;2020;2;1;2;1;1;3;54;1;1;MAIZ SELECTO
25;22;550;0;1;3;2020;2;1;2;1;1;3;54;1;1;MAIZ SELECTO FINO
30;18;540;0;1;3;2020;2;1;2;1;1;3;54;1;1;MAIZ MOLIDO GRUESO
15;17;255;0;1;3;2020;2;1;2;1;1;3;54;1;1;HARINA NORMAL
5;18;90;0;1;3;2020;1;2;2;1;1;1;146;1;2;MAIZ AMARILLO NACIONAL
1;21;21;0;1;3;2020;1;2;2;1;1;1;146;1;2;MAIZ SELECTO
11;18;198;0;1;3;2020;1;2;2;3;2;3;25;1;2;MAIZ AMARILLO NACIONAL
9;18;162;0;1;3;2020;1;2;2;1;1;1;8;1;2;MAIZ AMARILLO NACIONAL
0,47;21,25;9,99;0;1;3;2020;1;2;2;1;1;1;8;1;2;MAIZ SELECTO
2;20;40;0;1;3;2020;1;2;2;1;1;1;8;1;2;MAIZ SELECTO
12;18;216;0;1;3;2020;1;2;2;1;2;1;144;1;2;MAIZ AMARILLO NACIONAL
5;21;105;0;1;3;2020;1;2;2;1;2;1;144;1;2;MAIZ SELECTO
3;16,5;49,5;0;1;3;2020;1;2;2;1;2;1;144;1;2;HARINA NORMAL
10;16,5;165;0;1;3;2020;1;2;2;1;1;3;105;1;1;HARINA NORMAL
10;18;180;0;1;3;2020;1;2;2;1;2;1;39;2;2;MAIZ AMARILLO NACIONAL
2;19,5;39;0;1;3;2020;1;2;2;1;2;1;39;2;2;MAIZ SELECTO
12;16;192;0;1;3;2020;1;2;2;1;2;1;39;2;2;HARINA NORMAL
2;20;40;0;1;3;2020;1;2;2;1;2;1;39;2;2;MAIZ SELECTO VITAMINIZADO
2;18;36;0;1;3;2020;1;2;2;1;1;1;105;1;2;MAIZ AMARILLO NACIONAL
1;21;21;0;1;3;2020;1;2;2;1;1;1;105;1;2;MAIZ SELECTO
171;17,5;2992,5;1;1;3;2020;2;1;2;1;1;3;40;1;2;MAIZ AMARILLO NACIONAL
299;17,5;5232,5;2;1;3;2020;2;1;2;1;1;3;40;1;2;MAIZ AMARILLO NACIONAL
120;18;2160;1;1;3;2020;1;1;2;1;1;3;6;3;2;MAIZ AMARILLO NACIONAL
5;18;90;0;1;3;2020;1;2;2;1;1;1;39;1;2;MAIZ AMARILLO NACIONAL
5;20;100;0;1;3;2020;1;2;2;1;1;1;39;1;2;MAIZ SELECTO
23;18;414;0;1;3;2020;1;2;2;3;1;3;50;2;2;MAIZ AMARILLO NACIONAL
11;20;220;0;1;3;2020;1;2;2;3;1;3;50;2;2;MAIZ SELECTO
3;18;54;0;1;3;2020;1;2;2;1;1;3;2;1;2;MAIZ AMARILLO NACIONAL
3;20;60;0;1;3;2020;1;2;2;1;1;3;2;1;2;MAIZ SELECTO
15;18;270;0;1;3;2020;1;2;2;1;1;1;48;3;2;MAIZ AMARILLO NACIONAL
10;19,5;195;0;1;3;2020;1;2;2;1;1;1;48;3;2;MAIZ SELECTO
4;20;80;0;1;3;2020;1;2;2;1;1;1;48;3;2;MAIZ MOLIDO FINO
4;18;72;0;1;3;2020;1;2;2;1;1;1;105;3;2;MAIZ AMARILLO NACIONAL
1;20;20;0;1;3;2020;1;2;2;1;1;1;105;1;2;MAIZ SELECTO
0,5;21;10,5;0;1;3;2020;1;2;2;1;1;1;15;1;2;MAIZ SELECTO
3;16,5;49,5;0;1;3;2020;1;2;2;1;1;1;15;1;2;HARINA NORMAL
1;23;23;0;1;3;2020;2;2;2;1;1;3;110;2;2;MAIZ SELECTO
5;21;105;0;1;3;2020;2;2;2;1;1;3;110;2;2;MAIZ SELECTO
14;17;229,5;0;1;3;2020;2;2;2;1;1;3;110;2;2;HARINA NORMAL
96;17,8;1708,8;0;1;3;2020;1;1;2;1;1;3;15;1;2;MAIZ AMARILLO NACIONAL
4;20;80;0;1;3;2020;1;1;2;1;1;3;15;1;2;MAIZ SELECTO
45;17,75;798,75;0;1;3;2020;1;2;2;1;1;3;8;1;2;MAIZ AMARILLO NACIONAL
20;19,5;390;0;1;3;2020;1;2;2;1;1;3;8;1;2;MAIZ SELECTO
15;16;240;0;1;3;2020;1;2;2;1;1;3;8;1;2;HARINA NORMAL
20;17,75;355;0;1;3;2020;1;2;2;1;1;3;8;1;2;MAIZ AMARILLO NACIONAL
10;17,5;175;0;1;3;2020;1;2;2;1;1;3;64;2;2;MAIZ AMARILLO NACIONAL
30;20,5;615;0;1;3;2020;2;1;2;1;1;3;107;1;2;MAIZ SELECTO
60;19,5;1170;0;1;3;2020;1;2;2;1;2;3;8;1;2;MAIZ SELECTO
304;17,5;5320;3;1;3;2020;2;1;2;1;1;3;40;1;2;MAIZ AMARILLO NACIONAL
10;18;180;0;1;3;2020;1;2;2;1;2;1;105;1;2;MAIZ AMARILLO NACIONAL
5;21;105;0;1;3;2020;1;2;2;1;2;1;105;1;2;MAIZ SELECTO
2;18;36;0;1;3;2020;1;2;2;1;1;3;105;1;2;MAIZ AMARILLO NACIONAL
1;21;21;0;1;3;2020;1;2;2;1;1;3;105;1;2;MAIZ SELECTO
12;21;252;0;1;3;2020;1;2;2;1;1;1;150;1;2;MAIZ SELECTO
1;20;20;0;1;3;2020;1;2;2;1;1;1;61;1;2;MAIZ SELECTO
20;16,5;330;0;1;3;2020;1;2;2;1;1;1;61;1;2;HARINA NORMAL
185;17,5;3237,5;1;1;3;2020;2;1;2;1;1;3;40;1;2;MAIZ AMARILLO NACIONAL
17;16,5;280,5;0;1;3;2020;2;1;2;1;1;3;40;1;2;HARINA NORMAL
4;18;72;0;1;3;2020;1;2;2;1;1;3;2;1;2;MAIZ AMARILLO NACIONAL
7;20;140;0;1;3;2020;1;2;2;1;1;3;2;1;2;MAIZ SELECTO
1;16;16;0;1;3;2020;1;2;2;1;1;3;2;1;2;HARINA NORMAL
400;17,8;7120;4;1;3;2020;2;1;2;1;1;3;74;1;2;MAIZ AMARILLO NACIONAL
100;21;2100;0;1;3;2020;2;1;2;1;1;3;74;1;2;MAIZ SELECTO
50;16,5;825;0;1;3;2020;2;1;2;1;1;3;74;1;2;HARINA NORMAL
25;20;500;0;1;3;2020;1;2;2;1;1;1;49;1;2;MAIZ SELECTO
5075;17,4;88306,91;50;1;3;2020;2;2;2;1;1;3;146;1;2;MAIZ AMARILLO NACIONAL
30;19,5;585;0;1;3;2020;1;2;2;1;1;3;3;1;2;MAIZ SELECTO
40;16;640;0;1;3;2020;1;2;2;1;1;3;3;1;2;HARINA NORMAL
25;17,5;437,5;0;1;3;2020;2;2;2;3;2;3;113;1;2;MAIZ AMARILLO NACIONAL
8;16,5;132;0;1;3;2020;1;2;2;1;1;3;49;1;2;HARINA NORMAL
36;18;648;0;1;3;2020;1;2;2;1;1;1;39;1;2;MAIZ AMARILLO NACIONAL
10;19,5;195;0;1;3;2020;1;2;2;1;1;1;39;1;2;MAIZ SELECTO
10;16;160;0;1;3;2020;1;2;2;1;1;1;39;1;2;HARINA NORMAL
190;18;3420;1;1;3;2020;1;2;2;1;1;3;15;1;2;MAIZ AMARILLO NACIONAL
5;18;90;0;1;3;2020;1;2;2;1;1;3;114;3;2;MAIZ AMARILLO NACIONAL
2;20;40;0;1;3;2020;1;2;2;1;1;3;114;3;2;MAIZ SELECTO
40;14,5;580;0;1;3;2020;1;2;2;1;1;3;15;1;2;HARINA NORMAL
304;17,5;5320;3;1;3;2020;2;1;2;1;1;3;40;1;2;MAIZ AMARILLO NACIONAL
1;17,5;17,5;0;1;3;2020;2;2;2;3;2;1;49;3;2;MAIZ AMARILLO NACIONAL
20;16,5;330;0;1;3;2020;2;2;2;3;2;1;49;3;2;HARINA NORMAL
12;18;216;0;1;3;2020;1;2;2;3;1;1;62;1;2;MAIZ AMARILLO NACIONAL
3;16,5;49,5;0;1;3;2020;1;2;2;3;1;1;62;1;2;HARINA NORMAL
203;17,5;3552,5;2;1;3;2020;1;1;2;1;1;1;115;1;2;MAIZ AMARILLO NACIONAL
62;17,75;1106;0;1;3;2020;1;2;2;1;1;1;3;2;2;MAIZ AMARILLO NACIONAL
40;20;800;0;1;3;2020;1;2;2;1;1;3;115;2;2;MAIZ SELECTO
30;19,5;585;0;1;3;2020;1;2;2;1;1;3;49;1;2;MAIZ SELECTO
100;18;1800;1;1;3;2020;1;2;2;1;1;3;6;3;2;MAIZ AMARILLO NACIONAL
3;20;60;0;1;3;2020;1;2;2;1;1;3;6;3;2;MAIZ SELECTO
30;17,8;534;0;1;3;2020;1;2;2;1;1;3;114;1;2;MAIZ AMARILLO NACIONAL
2;20;40;0;1;3;2020;1;2;2;1;1;3;114;1;2;MAIZ SELECTO
2;20;40;0;1;3;2020;1;2;2;1;1;3;114;1;2;MAIZ MOLIDO FINO
3;16;48;0;1;3;2020;1;2;2;1;1;3;114;1;2;HARINA NORMAL
19;17,75;337,25;0;1;3;2020;1;2;2;1;1;1;39;3;2;MAIZ AMARILLO NACIONAL
10;16;160;0;1;3;2020;1;2;2;1;1;1;39;3;2;HARINA NORMAL
302;17,5;5276,25;3;1;3;2020;2;1;2;1;1;3;40;1;2;MAIZ AMARILLO NACIONAL
69;17,75;1225,11;0;1;3;2020;1;2;2;1;1;1;3;2;2;MAIZ AMARILLO NACIONAL
45;21;945;0;1;3;2020;2;1;2;1;1;3;110;1;2;MAIZ SELECTO
50;19,5;975;0;1;3;2020;1;2;2;1;1;3;3;3;2;MAIZ SELECTO
20;16;320;0;1;3;2020;1;2;2;1;1;3;3;3;2;HARINA NORMAL
50;18;900;0;1;3;2020;1;2;2;1;1;3;15;1;2;MAIZ AMARILLO NACIONAL
30;14,8;444;0;1;3;2020;1;2;2;1;1;3;15;1;2;HARINA NORMAL
10;17;170;0;1;3;2020;1;2;2;1;1;3;8;3;2;MAIZ AMARILLO NACIONAL
304;17,5;5320;3;1;3;2020;2;2;2;1;1;3;40;1;2;MAIZ AMARILLO NACIONAL
50;19,5;975;0;1;3;2020;1;2;2;1;2;3;73;1;2;MAIZ SELECTO
20;16;320;0;1;3;2020;1;2;2;1;2;3;73;1;2;HARINA NORMAL
304;17,5;5320;3;1;3;2020;2;1;2;1;1;3;40;1;2;MAIZ AMARILLO NACIONAL
12;17,5;210;0;1;3;2020;1;2;2;1;2;3;118;2;2;MAIZ AMARILLO NACIONAL
8;19,5;156;0;1;3;2020;1;2;2;1;2;3;118;2;2;MAIZ SELECTO
1;19,5;19,5;0;1;3;2020;1;2;2;1;2;3;118;2;2;MAIZ MOLIDO FINO
2;20;40;0;1;3;2020;1;2;2;1;2;3;118;2;2;MAIZ SELECTO VITAMINIZADO
123;17,5;2150,05;1;1;3;2020;1;2;2;1;1;3;15;1;2;MAIZ AMARILLO NACIONAL
2;19,5;39;0;1;3;2020;1;2;2;3;1;3;105;1;2;MAIZ SELECTO
50;17,5;875;0;1;3;2020;1;2;2;1;1;1;3;2;2;MAIZ AMARILLO NACIONAL
50;19,5;975;0;1;3;2020;1;2;2;1;1;1;3;2;2;MAIZ SELECTO
35;17,5;612,5;0;1;3;2020;1;2;2;1;1;1;49;1;2;MAIZ AMARILLO NACIONAL
51;19,5;994,5;0;1;3;2020;1;2;2;1;1;1;2;2;2;MAIZ SELECTO
105;17,5;1845,38;1;1;3;2020;2;1;2;1;1;3;40;1;2;MAIZ AMARILLO NACIONAL
200;18;3600;2;1;3;2020;1;2;2;1;2;1;8;1;2;MAIZ AMARILLO NACIONAL
100;20;2000;0;1;3;2020;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
60;16;960;0;1;3;2020;1;2;2;1;2;1;8;1;2;HARINA NORMAL
50;20;1000;0;1;3;2020;1;2;2;1;2;1;8;1;2;MAIZ SELECTO VITAMINIZADO
15;20;300;0;1;3;2020;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
15;20;300;0;1;3;2020;1;2;2;1;2;1;8;1;2;MAIZ SELECTO VITAMINIZADO
122;18;2205;1;1;3;2020;1;2;2;1;1;3;6;3;2;MAIZ AMARILLO NACIONAL
4;16;64;0;1;3;2020;1;2;2;1;2;3;37;3;2;HARINA NORMAL
50;17,5;875;0;1;3;2020;1;2;2;1;1;1;113;2;2;MAIZ AMARILLO NACIONAL
200;18;3600;2;1;3;2020;1;2;2;1;1;1;146;1;2;MAIZ AMARILLO NACIONAL
100;20;2000;0;1;3;2020;1;2;2;1;1;1;146;1;2;MAIZ SELECTO
60;16;960;0;1;3;2020;1;2;2;1;1;1;146;1;2;HARINA NORMAL
50;20;1000;0;1;3;2020;1;2;2;1;1;1;146;1;2;MAIZ SELECTO VITAMINIZADO
8;17,5;140;0;1;3;2020;1;2;2;1;2;1;144;1;2;MAIZ AMARILLO NACIONAL
1;20,5;20,5;0;1;3;2020;1;2;2;1;1;3;113;1;1;MAIZ SELECTO
2;17,5;35;0;1;3;2020;1;2;2;1;2;3;107;1;2;MAIZ AMARILLO NACIONAL
6;20,5;123;0;1;3;2020;1;2;2;1;1;3;8;1;2;MAIZ SELECTO
1;16,5;16,5;0;1;3;2020;1;2;2;1;1;3;113;2;2;HARINA NORMAL
29;17,5;510,13;0;1;3;2020;1;2;2;1;1;3;15;1;2;MAIZ AMARILLO NACIONAL
10;19,5;195;0;1;3;2020;1;2;2;1;1;3;15;1;2;MAIZ SELECTO
42;17,3;729,02;0;1;3;2020;1;2;2;1;1;1;146;1;2;MAIZ AMARILLO NACIONAL
16;19,5;312;0;1;3;2020;1;2;2;1;1;1;146;1;2;MAIZ SELECTO
60;16;960;0;1;3;2020;1;2;2;1;1;1;146;1;2;HARINA NORMAL
7;16,7;116,9;0;1;3;2020;2;2;2;1;1;1;90;3;2;HARINA NORMAL
10;17,5;175;0;1;3;2020;1;2;2;3;2;3;25;1;2;MAIZ AMARILLO NACIONAL
20;14,8;296;0;1;3;2020;1;2;2;1;1;3;15;1;2;HARINA NORMAL
304;17,25;5244;3;1;3;2020;2;1;2;1;1;3;40;1;2;MAIZ AMARILLO NACIONAL
2;17,5;35;0;1;3;2020;1;2;2;1;1;3;105;1;2;MAIZ AMARILLO NACIONAL
1;19,5;19,5;0;1;3;2020;1;2;2;1;1;3;105;1;2;MAIZ SELECTO
25;19,5;487,5;0;1;3;2020;1;2;2;3;1;1;77;2;2;MAIZ SELECTO
5;16;80;0;1;3;2020;1;2;2;3;1;1;77;2;2;HARINA NORMAL
171;17,5;2992,5;1;1;3;2020;1;2;2;1;1;3;25;1;2;MAIZ AMARILLO NACIONAL
15;19,5;292,5;0;1;3;2020;1;2;2;1;1;3;25;1;2;MAIZ SELECTO
3;16;48;0;1;3;2020;1;2;2;1;1;3;25;1;2;HARINA NORMAL
1;20;20;0;1;3;2020;1;2;2;1;1;3;25;1;2;MAIZ SELECTO VITAMINIZADO
2;17,5;35;0;1;3;2020;1;2;2;1;1;1;105;1;2;MAIZ AMARILLO NACIONAL
1;21;21;0;1;3;2020;1;2;2;1;1;1;105;1;2;MAIZ SELECTO
173;17,3;2999,99;1;1;3;2020;1;2;2;1;1;3;49;1;2;MAIZ AMARILLO NACIONAL
40;21;840;0;1;3;2020;2;1;2;1;1;3;110;1;2;MAIZ SELECTO
80;17,3;1390,23;0;1;3;2020;1;2;2;1;1;1;3;2;2;MAIZ AMARILLO NACIONAL
20;19;380;0;1;3;2020;1;2;2;1;1;1;3;2;2;MAIZ SELECTO
30;17,3;519;0;1;3;2020;1;2;2;1;1;3;114;1;2;MAIZ AMARILLO NACIONAL
1;20;20;0;1;3;2020;1;2;2;1;1;3;114;1;2;MAIZ SELECTO FINO
4;16;64;0;1;3;2020;1;2;2;1;1;3;114;1;2;HARINA NORMAL
2;17,5;35;0;1;3;2020;1;2;2;1;1;3;121;1;2;MAIZ AMARILLO NACIONAL
55;17,25;948,75;0;1;3;2020;1;2;2;1;1;3;8;1;2;MAIZ AMARILLO NACIONAL
40;19,25;770;0;1;3;2020;1;2;2;1;1;3;8;1;2;MAIZ SELECTO
304;17,25;5244;3;1;3;2020;2;1;2;1;1;3;40;1;2;MAIZ AMARILLO NACIONAL
48;17,5;831,25;0;1;3;2020;1;2;2;1;1;1;39;3;2;MAIZ AMARILLO NACIONAL
10;19;190;0;1;3;2020;1;2;2;1;1;1;39;3;2;MAIZ SELECTO
25;19,5;487,5;0;1;3;2020;1;2;2;1;1;3;3;1;2;MAIZ SELECTO
250;17,3;4325;2;1;3;2020;2;1;2;1;2;3;132;2;2;MAIZ AMARILLO NACIONAL
13;17,4;226,2;0;1;3;2020;2;2;2;1;1;1;63;1;2;MAIZ AMARILLO NACIONAL
3;20,5;61,5;0;1;3;2020;2;2;2;1;1;1;63;1;2;MAIZ SELECTO
3;20,75;62,25;0;1;3;2020;2;2;2;3;1;3;146;1;2;MAIZ SELECTO
28;17,25;491,63;0;1;3;2020;2;1;2;1;1;3;40;1;2;MAIZ AMARILLO NACIONAL
270;17,25;4657,5;2;1;3;2020;2;1;2;1;1;3;40;1;2;MAIZ AMARILLO NACIONAL
200;20;4000;0;1;3;2020;2;1;2;1;1;3;54;1;1;MAIZ SELECTO
20;21;420;0;1;3;2020;2;1;2;1;1;3;54;1;1;MAIZ SELECTO FINO
80;18;1440;0;1;3;2020;2;1;2;1;1;3;54;1;1;MAIZ MOLIDO GRUESO
30;16,5;495;0;1;3;2020;2;1;2;1;1;3;54;1;1;HARINA NORMAL
7;17,5;122,5;0;1;3;2020;2;1;2;1;2;1;146;3;2;MAIZ AMARILLO NACIONAL
10;21;210;0;1;3;2020;2;1;2;1;2;1;146;3;2;MAIZ SELECTO
50;14,5;725;0;1;3;2020;2;1;2;1;2;1;146;3;2;HARINA NORMAL
10;17,3;173;0;1;3;2020;2;2;2;1;1;3;110;2;2;MAIZ AMARILLO NACIONAL
3;22,5;67,5;0;1;3;2020;2;2;2;1;1;3;110;2;2;MAIZ SELECTO
15;20,5;307,5;0;1;3;2020;2;2;2;1;1;3;110;2;2;MAIZ SELECTO
22;16,5;371,25;0;1;3;2020;2;2;2;1;1;3;110;2;2;HARINA NORMAL
350;17,6;6160;3;1;3;2020;2;1;2;1;1;3;74;1;2;MAIZ AMARILLO NACIONAL
20;22,5;450;0;1;3;2020;2;1;2;1;1;3;74;1;2;MAIZ SELECTO
180;20,2;3636;0;1;3;2020;2;1;2;1;1;3;74;1;2;MAIZ SELECTO
304;17,25;5244;3;1;3;2020;2;1;2;1;1;3;40;1;2;MAIZ AMARILLO NACIONAL
300;17,5;5250;3;1;3;2020;1;1;2;1;1;1;115;1;2;MAIZ AMARILLO NACIONAL
40;17,5;700;0;1;3;2020;1;2;2;1;2;1;144;1;2;MAIZ AMARILLO NACIONAL
197;17,3;3402,56;1;1;3;2020;1;1;2;1;1;3;3;1;2;MAIZ AMARILLO NACIONAL
156;17,3;2700,01;1;1;3;2020;1;2;2;1;1;1;146;1;2;MAIZ AMARILLO NACIONAL
48;17,5;831,25;0;1;3;2020;1;2;2;1;1;1;39;3;2;MAIZ AMARILLO NACIONAL
20;17,5;350;0;1;3;2020;1;2;2;1;2;1;39;2;2;MAIZ AMARILLO NACIONAL
3;19,5;58,5;0;1;3;2020;1;2;2;1;2;1;39;2;2;MAIZ SELECTO
12;16;192;0;1;3;2020;1;2;2;1;2;1;39;2;2;HARINA NORMAL
80;17,5;1400;0;1;3;2020;1;2;2;1;2;1;39;3;2;MAIZ AMARILLO NACIONAL
15;19,5;292,5;0;1;3;2020;1;2;2;1;2;1;39;3;2;MAIZ SELECTO
12;16;192;0;1;3;2020;1;2;2;1;2;1;39;3;2;HARINA NORMAL
78;17,2;1334,72;0;1;3;2020;1;2;2;1;1;3;134;1;2;MAIZ AMARILLO NACIONAL
25;19;475;0;1;3;2020;1;2;2;1;1;3;134;1;2;MAIZ SELECTO
5;17,5;87,5;0;1;3;2020;1;2;2;1;1;1;105;1;2;MAIZ AMARILLO NACIONAL
2;21;42;0;1;3;2020;1;2;2;1;1;1;105;1;2;MAIZ SELECTO
10;17,5;175;0;1;3;2020;1;2;2;1;1;3;105;1;2;MAIZ AMARILLO NACIONAL
2;21;42;0;1;3;2020;1;2;2;1;1;3;105;1;2;MAIZ SELECTO
20;17,5;353,5;0;1;3;2020;1;2;2;1;1;3;15;2;2;MAIZ AMARILLO NACIONAL
4;20;80;0;1;3;2020;1;2;2;1;1;3;15;2;2;MAIZ SELECTO
1;16;16;0;1;3;2020;1;2;2;1;1;3;15;2;2;HARINA NORMAL
10;17,5;175;0;1;3;2020;1;2;2;3;1;1;62;1;2;MAIZ AMARILLO NACIONAL
10;21;210;0;1;3;2020;1;2;2;3;1;1;62;1;2;MAIZ SELECTO
69;17,2;1179,92;0;1;3;2020;1;2;1;1;1;3;134;1;2;MAIZ AMARILLO NACIONAL
10;19;190;0;1;3;2020;1;2;1;1;1;3;134;1;2;MAIZ SELECTO
150;17,3;2595;1;1;3;2020;1;2;2;1;1;1;146;1;2;MAIZ AMARILLO NACIONAL
8;17,5;140;0;1;3;2020;1;2;2;1;1;3;105;1;2;MAIZ AMARILLO NACIONAL
2;21;42;0;1;3;2020;1;2;2;1;1;3;105;1;2;MAIZ SELECTO
30;17,5;525;0;1;3;2020;1;2;2;3;1;1;77;2;2;MAIZ AMARILLO NACIONAL
5;16;80;0;1;3;2020;1;2;2;3;1;1;77;2;2;HARINA NORMAL
25;17,5;437,5;0;1;3;2020;1;2;2;3;1;1;62;1;2;MAIZ AMARILLO NACIONAL
3;16;48;0;1;3;2020;1;2;2;3;1;1;62;1;2;HARINA NORMAL
3;17,5;52,5;0;1;3;2020;1;2;2;1;1;3;105;1;2;MAIZ AMARILLO NACIONAL
1;20;20;0;1;3;2020;1;2;2;1;1;3;105;1;2;MAIZ SELECTO
30;14,8;444;0;1;3;2020;1;2;2;1;1;3;15;1;2;HARINA NORMAL
20;17,5;350;0;1;3;2020;1;2;2;1;2;3;105;1;2;MAIZ AMARILLO NACIONAL
10;19,5;195;0;1;3;2020;1;2;2;1;2;3;105;1;2;MAIZ SELECTO
100;17,5;1750;1;1;3;2020;1;1;2;1;1;3;6;3;2;MAIZ AMARILLO NACIONAL
7;17,5;122,5;0;1;3;2020;1;2;2;1;1;1;121;1;2;MAIZ AMARILLO NACIONAL
4;21;84;0;1;3;2020;1;2;2;1;1;1;121;1;2;MAIZ SELECTO
15;19;285;0;1;3;2020;1;2;2;1;1;3;6;3;2;MAIZ SELECTO
15;17,5;262,5;0;1;3;2020;1;2;2;1;1;1;105;2;2;MAIZ AMARILLO NACIONAL
8;20;160;0;1;3;2020;1;2;2;1;1;1;105;2;2;MAIZ SELECTO
15;19;285;0;1;3;2020;1;2;2;3;1;1;77;2;2;MAIZ SELECTO
5;16;80;0;1;3;2020;1;2;2;3;1;1;77;2;2;HARINA NORMAL
10;20;200;0;1;3;2020;1;2;2;3;1;1;77;2;2;MAIZ SELECTO VITAMINIZADO
40;17,5;700;0;1;3;2020;1;1;2;1;1;1;39;1;2;MAIZ AMARILLO NACIONAL
10;19;190;0;1;3;2020;1;1;2;1;1;1;39;1;2;MAIZ SELECTO
10;16;160;0;1;3;2020;1;1;2;1;1;1;39;1;2;HARINA NORMAL
12;17,2;210,01;0;1;3;2020;1;2;2;1;1;3;134;1;2;MAIZ AMARILLO NACIONAL
10;19;190;0;1;3;2020;1;2;2;1;1;3;134;1;2;MAIZ SELECTO
88;17,2;1510,16;0;1;3;2020;1;2;2;1;1;3;134;2;2;MAIZ AMARILLO NACIONAL
50;19;950;0;1;3;2020;1;2;2;1;2;3;3;1;2;MAIZ SELECTO
30;17,5;525;0;1;3;2020;1;2;2;3;1;1;77;2;2;MAIZ AMARILLO NACIONAL
30;19,5;585;0;1;3;2020;1;2;2;3;1;1;77;2;2;MAIZ SELECTO
100;19,5;1950;0;1;3;2020;1;1;2;1;1;3;6;3;2;MAIZ SELECTO
3;17,5;52,5;0;1;3;2020;1;2;2;3;1;1;62;1;2;MAIZ AMARILLO NACIONAL
11;20;220;0;1;3;2020;1;2;2;3;1;1;62;1;2;MAIZ SELECTO
970;17;16493,91;9;1;3;2020;2;1;2;1;2;3;40;1;2;MAIZ AMARILLO NACIONAL
10;19,5;195;0;1;3;2020;1;2;2;1;1;1;39;1;2;MAIZ AMARILLO NACIONAL
6;20;120;0;1;3;2020;1;2;2;1;1;3;15;2;2;MAIZ SELECTO
6;17,5;105;0;1;3;2020;1;2;2;3;1;3;105;1;2;MAIZ AMARILLO NACIONAL
1;21;21;0;1;3;2020;1;2;2;3;1;3;105;1;2;MAIZ SELECTO
42;19;798;0;1;3;2020;1;2;2;1;1;1;2;2;2;MAIZ SELECTO
3;16;48;0;1;3;2020;1;2;2;1;1;1;2;2;2;HARINA NORMAL
7;19,5;136,5;0;2;4;2020;1;2;2;1;1;3;8;2;2;MAIZ SELECTO
200;19,5;3900;0;2;4;2020;1;2;2;1;1;1;146;1;2;MAIZ SELECTO
50;16;800;0;2;4;2020;1;2;2;1;1;1;146;1;2;HARINA NORMAL
75;20;1500;0;2;4;2020;1;2;2;1;1;1;146;1;2;MAIZ SELECTO VITAMINIZADO
150;19,5;2925;0;2;4;2020;1;2;2;1;1;1;146;1;2;MAIZ SELECTO
50;16;800;0;2;4;2020;1;2;2;1;1;1;146;1;2;HARINA NORMAL
35;20;700;0;2;4;2020;1;2;2;1;1;1;146;1;2;MAIZ SELECTO VITAMINIZADO
40;19;760;0;2;4;2020;1;2;2;1;2;3;8;1;2;MAIZ SELECTO
20;19;380;0;2;4;2020;1;1;2;3;1;3;118;1;2;MAIZ SELECTO
10;16;160;0;2;4;2020;1;1;2;3;1;3;118;1;2;HARINA NORMAL
12;17,5;210;0;2;4;2020;1;2;2;1;1;3;15;2;2;MAIZ AMARILLO NACIONAL
2;20,5;46,13;0;2;4;2020;1;2;2;1;1;3;15;2;2;MAIZ SELECTO
2;16;32;0;2;4;2020;1;2;2;1;1;3;15;2;2;HARINA NORMAL
7;17,5;122,5;0;2;4;2020;1;2;2;1;1;3;114;3;2;MAIZ AMARILLO NACIONAL
15;17,5;262,5;0;2;4;2020;1;2;2;1;2;3;105;1;2;MAIZ AMARILLO NACIONAL
10;19,5;195;0;2;4;2020;1;2;2;1;2;3;105;1;2;MAIZ SELECTO
25;17,5;437,5;0;2;4;2020;1;2;2;1;1;3;146;1;2;MAIZ AMARILLO NACIONAL
2;19,5;39;0;2;4;2020;1;2;2;1;1;3;146;1;2;MAIZ SELECTO
12;17,5;210;0;2;4;2020;1;2;2;1;1;3;146;1;2;MAIZ AMARILLO NACIONAL
15;16;240;0;2;4;2020;1;2;2;1;1;3;146;1;2;HARINA NORMAL
30;17,5;525;0;2;4;2020;1;2;2;1;1;1;39;1;2;MAIZ AMARILLO NACIONAL
20;19,5;390;0;2;4;2020;1;2;2;1;1;1;39;1;2;MAIZ SELECTO
20;16;320;0;2;4;2020;1;2;2;1;1;1;39;1;2;HARINA NORMAL
30;19;570;0;2;4;2020;1;2;2;1;1;3;8;1;2;MAIZ SELECTO
30;17,5;525;0;2;4;2020;1;2;2;3;1;1;62;1;2;MAIZ AMARILLO NACIONAL
7;20;140;0;2;4;2020;1;2;2;3;1;1;62;1;2;MAIZ SELECTO
