Cantidad;PrecioUnitario;Total;NumeroBultos;Trimestre;Mes;Anio;Establecimiento;FormaPago;Discapacidad;EstadoContribuyente;Género;EstadoCivil;Ciudad;Instruccion;TipoPersona;Producto (Etiqueta)
20;17;340;20;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ AMARILLO NACIONAL
15;19,5;292,5;15;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ SELECTO
230;18,5;4255;230;2;4;2018;1;2;2;1;1;3;74;1;2;MAIZ SELECTO
20;15;300;20;2;4;2018;1;2;2;1;1;3;74;1;2;HARINA NORMAL
2;15;30;2;2;4;2018;1;2;2;1;1;3;90;1;2;HARINA NORMAL
25;17;425;25;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ AMARILLO NACIONAL
1;15;15;0;2;4;2018;1;2;2;1;1;3;146;1;2;HARINA NORMAL
0,5;17;8,5;0;2;4;2018;1;2;2;1;1;1;110;1;2;MAIZ AMARILLO NACIONAL
534;17;9069,5;533;2;4;2018;1;2;2;1;1;1;146;1;2;MAIZ AMARILLO NACIONAL
8;16;120;7;2;4;2018;1;2;1;1;1;1;60;1;2;MAIZ AMARILLO NACIONAL
230;18,5;4255;230;2;4;2018;1;2;2;1;1;3;74;1;2;MAIZ AMARILLO NACIONAL
20;15;300;20;2;4;2018;1;2;2;1;1;3;74;1;2;HARINA NORMAL
15;17;255;15;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ AMARILLO NACIONAL
15;19;285;15;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ SELECTO
55;17;935;55;2;4;2018;1;2;2;1;1;3;5;1;2;MAIZ AMARILLO NACIONAL
25;19,5;487,5;25;2;4;2018;1;2;2;1;1;3;5;1;2;MAIZ SELECTO
100;17;1700;100;2;4;2018;1;2;2;1;1;3;74;1;2;MAIZ AMARILLO NACIONAL
150;18,5;2775;150;2;4;2018;1;2;2;1;1;3;74;1;2;MAIZ SELECTO
30;17;510;30;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ AMARILLO NACIONAL
15;19,5;292,5;15;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ SELECTO
40;17;680;40;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ AMARILLO NACIONAL
15;19,5;292,5;15;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ SELECTO
13;16,5;214,5;13;2;4;2018;1;2;2;1;2;3;60;1;2;MAIZ AMARILLO NACIONAL
3;19;57;3;2;4;2018;1;2;2;1;2;3;60;1;2;MAIZ SELECTO
1;19;19;0;2;4;2018;1;2;2;1;2;3;60;1;2;MAIZ SELECTO FINO
30;16;480;30;2;4;2018;1;2;2;3;1;1;49;1;2;MAIZ AMARILLO NACIONAL
20;18;368,1;20;2;4;2018;1;2;2;3;1;1;49;1;2;MAIZ SELECTO
150;16;2400;150;2;4;2018;1;2;2;1;2;3;63;1;2;MAIZ AMARILLO NACIONAL
150;16,5;2475;150;2;4;2018;1;2;2;1;2;3;63;1;2;MAIZ MOLIDO FINO
20;18;360;20;2;4;2018;1;2;2;1;2;3;8;1;2;MAIZ SELECTO
20;18;360;20;2;4;2018;1;2;2;1;1;3;49;1;2;MAIZ SELECTO
18;15;270;18;2;4;2018;1;2;2;1;2;3;15;3;2;HARINA NORMAL
110;16;1760;110;2;4;2018;1;2;2;1;1;1;115;1;2;MAIZ AMARILLO NACIONAL
30;18;540;30;2;4;2018;1;2;2;1;1;1;3;1;2;MAIZ SELECTO
10;14,5;140,65;9;2;4;2018;1;2;2;1;1;1;3;1;2;HARINA NORMAL
3;18;54;3;2;4;2018;1;2;2;1;2;1;39;3;2;MAIZ SELECTO
12;14,55;174,6;12;2;4;2018;1;2;2;1;2;1;39;3;2;HARINA NORMAL
1;16;16;1;2;4;2018;1;2;2;1;1;3;113;1;2;MAIZ AMARILLO NACIONAL
30;16;480;30;2;4;2018;1;2;2;1;2;1;144;1;2;MAIZ AMARILLO NACIONAL
20;19;380;20;2;4;2018;1;2;2;1;2;1;144;1;2;MAIZ SELECTO
5;22;110;5;2;4;2018;1;2;2;1;2;1;144;1;2;MAIZ SELECTO FINO
110;16;1754,08;109;2;4;2018;1;2;2;1;1;3;146;1;2;MAIZ AMARILLO NACIONAL
157;15,5;2430,4;156;2;4;2018;1;2;2;1;1;3;28;1;2;MAIZ AMARILLO NACIONAL
75;18;1350;78;2;4;2018;1;2;2;1;1;3;28;1;2;MAIZ SELECTO
32;18;576;33;2;4;2018;1;2;2;1;2;3;8;1;2;MAIZ SELECTO
20;15;300;20;2;4;2018;1;2;2;1;1;3;15;1;2;HARINA NORMAL
221;14,5;3199,72;220;2;4;2018;1;2;2;1;2;3;146;1;2;HARINA NORMAL
25;18;450;25;2;4;2018;1;2;2;1;1;1;3;1;2;MAIZ SELECTO
15;14,5;210,98;14;2;4;2018;1;2;2;1;1;1;3;1;2;HARINA NORMAL
30;18;540;31;2;4;2018;1;2;2;1;1;1;3;1;2;MAIZ SELECTO
19;14,5;281,3;19;2;4;2018;1;2;2;1;1;1;3;1;2;HARINA NORMAL
40;18;720;42;2;4;2018;1;2;2;1;2;3;3;1;2;MAIZ SELECTO
110;15,5;1705;110;2;4;2018;1;2;2;1;1;1;115;1;2;MAIZ AMARILLO NACIONAL
4;18;72;4;2;4;2018;1;2;2;1;1;1;115;1;2;MAIZ SELECTO
70;17,75;1242,5;73;2;4;2018;1;2;2;1;1;3;8;1;2;MAIZ SELECTO
38;16;608;38;2;4;2018;1;2;2;1;1;1;39;3;2;MAIZ AMARILLO NACIONAL
10;18;180;10;2;4;2018;1;2;2;1;1;1;39;3;2;MAIZ SELECTO
44;18;792;46;2;4;2018;1;2;2;1;2;3;8;1;2;MAIZ SELECTO
60;16;960;60;2;4;2018;1;2;2;1;2;1;144;1;2;MAIZ AMARILLO NACIONAL
20;19;380;20;2;4;2018;1;2;2;1;2;1;144;1;2;MAIZ SELECTO
6;16;96;6;2;4;2018;1;2;2;1;1;1;114;1;2;MAIZ AMARILLO NACIONAL
9;18;162;9;2;4;2018;1;2;2;1;1;1;114;1;2;MAIZ SELECTO
25;16;400;25;2;4;2018;1;2;2;1;1;3;58;2;2;MAIZ AMARILLO NACIONAL
15;18;270;15;2;4;2018;1;2;2;1;2;3;3;1;2;MAIZ SELECTO
20;18;360;21;2;4;2018;1;2;2;3;2;3;8;1;2;MAIZ SELECTO
0,31;16;5;0;2;4;2018;1;2;2;1;2;3;144;1;2;MAIZ AMARILLO NACIONAL
1;18;18;1;2;4;2018;1;2;2;1;2;3;144;1;2;MAIZ SELECTO
150;16;2400;150;2;4;2018;1;2;2;1;2;3;63;1;2;MAIZ MOLIDO FINO
36;15;540;36;2;4;2018;1;2;2;1;1;3;15;1;2;HARINA NORMAL
200;18;3600;210;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ SELECTO
37;18;666;38;2;4;2018;1;2;2;1;2;3;8;1;2;MAIZ SELECTO
14;16;217,28;13;2;4;2018;1;2;2;1;2;1;39;3;2;MAIZ AMARILLO NACIONAL
4;18;72;4;2;4;2018;1;2;2;1;2;1;39;3;2;MAIZ SELECTO
10;15;142,5;9;2;4;2018;1;2;2;1;2;1;39;3;2;HARINA NORMAL
2;16;32;2;2;4;2018;1;2;2;1;1;3;77;1;2;MAIZ AMARILLO NACIONAL
2;19;38;2;2;4;2018;1;2;2;1;1;3;77;1;2;MAIZ SELECTO
50;16;800;50;2;4;2018;1;2;2;1;1;3;115;1;2;MAIZ AMARILLO NACIONAL
5;19;95;5;2;4;2018;1;2;2;1;1;3;115;1;2;MAIZ SELECTO
48;16;760;47;2;4;2018;1;2;2;1;1;1;39;3;2;MAIZ AMARILLO NACIONAL
110;16;1760;110;2;4;2018;1;2;2;1;1;1;115;1;2;MAIZ AMARILLO NACIONAL
176;16;2822,4;176;2;4;2018;1;2;2;1;1;3;28;1;2;MAIZ AMARILLO NACIONAL
35;18;630;36;2;4;2018;1;2;2;1;1;3;28;1;2;MAIZ SELECTO
10;14,5;137,75;9;2;4;2018;1;2;2;1;1;3;28;1;2;HARINA NORMAL
142;16;2280;142;2;4;2018;1;2;2;1;1;3;146;1;2;MAIZ AMARILLO NACIONAL
7;16;112;7;2;4;2018;1;2;2;1;1;3;8;1;2;MAIZ AMARILLO NACIONAL
5;18;90;5;2;4;2018;1;2;2;1;1;3;8;1;2;MAIZ SELECTO
150;18;2700;157;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ SELECTO
52;18;936;54;2;4;2018;1;2;2;1;2;3;8;1;2;MAIZ SELECTO
50;16,5;825;50;2;4;2018;1;2;2;1;2;1;144;1;2;MAIZ AMARILLO NACIONAL
101;14,5;1470,45;101;2;4;2018;1;2;2;1;1;3;146;1;2;HARINA NORMAL
19;15;285;19;2;4;2018;1;2;2;1;1;3;15;1;2;HARINA NORMAL
365;16,2;5913;365;2;4;2018;1;2;2;1;1;1;3;1;2;MAIZ AMARILLO NACIONAL
200;18;3600;204;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ SELECTO
800;16;12800;800;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ AMARILLO NACIONAL
59;14,5;855,5;59;2;4;2018;1;2;2;1;1;3;44;1;2;HARINA NORMAL
110;16;1760;110;2;4;2018;1;2;2;1;1;1;115;1;2;MAIZ AMARILLO NACIONAL
1;16,5;16,5;1;2;4;2018;1;2;2;3;2;3;8;3;2;MAIZ AMARILLO NACIONAL
0,5;19,5;9,75;0;2;4;2018;1;2;2;3;2;3;8;3;2;MAIZ SELECTO
4;16,5;66;4;2;4;2018;1;2;2;3;1;3;105;2;2;MAIZ AMARILLO NACIONAL
6;18,5;111;6;2;4;2018;1;2;2;3;1;3;105;2;2;MAIZ SELECTO
200;18,5;3700;210;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ SELECTO
200;18,5;3700;210;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ SELECTO
9;16,5;144,05;8;2;4;2018;1;2;2;1;2;1;39;3;2;MAIZ AMARILLO NACIONAL
3;18,5;55,5;3;2;4;2018;1;2;2;1;2;1;39;3;2;MAIZ SELECTO
10;15;142,5;9;2;4;2018;1;2;2;1;2;1;39;3;2;HARINA NORMAL
3;16,5;49,5;3;2;4;2018;1;2;2;1;1;1;114;1;2;MAIZ AMARILLO NACIONAL
7;18,5;129,5;7;2;4;2018;1;2;2;1;1;1;114;1;2;MAIZ SELECTO
33;15;495;33;2;4;2018;1;2;2;1;2;3;15;3;2;HARINA NORMAL
29;18,5;536,5;30;2;4;2018;1;2;2;1;2;3;8;1;2;MAIZ SELECTO
3;16,5;49,5;3;2;4;2018;1;2;2;1;2;1;105;1;2;MAIZ AMARILLO NACIONAL
3;19,5;58,5;3;2;4;2018;1;2;2;1;2;1;105;1;2;MAIZ SELECTO
1;15;15;1;2;4;2018;1;2;2;1;2;1;105;1;2;HARINA NORMAL
196;14;2740,64;195;2;4;2018;1;2;2;1;1;3;146;1;2;HARINA NORMAL
8;15;120;8;2;4;2018;1;2;2;1;1;3;51;1;2;HARINA NORMAL
49;16;784;49;2;4;2018;1;2;2;1;2;3;44;1;2;HARINA NORMAL
136;16,2;2199,96;135;2;4;2018;1;2;2;1;1;1;3;1;2;MAIZ AMARILLO NACIONAL
30;18,5;555;31;2;4;2018;1;2;2;1;1;1;3;1;2;MAIZ SELECTO
25;16;400;25;2;4;2018;1;2;2;1;1;1;15;1;2;MAIZ AMARILLO NACIONAL
40;16,5;660;40;2;4;2018;1;2;2;1;1;3;58;2;2;MAIZ AMARILLO NACIONAL
35;16,5;577,5;35;2;4;2018;1;2;2;3;1;3;144;1;2;MAIZ AMARILLO NACIONAL
15;18,5;277,5;15;2;4;2018;1;2;2;3;1;3;105;2;2;MAIZ SELECTO
5;16;80;5;2;4;2018;1;2;2;3;2;3;8;1;2;MAIZ AMARILLO NACIONAL
0,5;14;7;0;2;4;2018;1;2;2;1;2;3;105;1;2;MAIZ AMARILLO NACIONAL
0,5;19,5;9,75;0;2;4;2018;1;2;2;1;2;3;105;1;2;MAIZ SELECTO
1;16,5;16,5;1;2;4;2018;1;2;2;1;2;1;105;1;2;MAIZ AMARILLO NACIONAL
0,5;19,5;9,75;0;2;4;2018;1;2;2;1;2;1;105;1;2;MAIZ SELECTO
110;16;1760;110;2;4;2018;1;2;2;1;1;1;115;1;2;MAIZ AMARILLO NACIONAL
200;18,5;3700;200;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ SELECTO
29;15;436,5;29;2;4;2018;1;2;2;1;1;1;3;1;2;HARINA NORMAL
30;18,5;555;30;2;4;2018;1;2;2;1;2;3;8;1;2;MAIZ SELECTO
2;16,5;33;2;2;4;2018;1;2;2;3;1;3;105;2;2;MAIZ AMARILLO NACIONAL
2874;16;45976,8;2873;2;4;2018;1;2;2;1;2;3;75;1;2;MAIZ AMARILLO NACIONAL
15;15;218,25;14;2;4;2018;1;2;2;1;1;1;3;1;2;HARINA NORMAL
3;18,5;55,5;3;2;4;2018;1;2;2;1;2;1;39;3;2;MAIZ SELECTO
11;15;171;11;2;4;2018;1;2;2;1;2;1;39;3;2;HARINA NORMAL
10;16,5;165;10;2;4;2018;1;2;2;3;1;1;49;1;2;MAIZ AMARILLO NACIONAL
5;16,5;82,5;5;2;4;2018;1;2;2;1;2;1;8;1;2;MAIZ AMARILLO NACIONAL
1;15;15;1;2;4;2018;1;2;2;1;2;1;8;1;2;HARINA NORMAL
5;20;100;5;2;4;2018;1;2;2;1;2;3;123;2;2;MAIZ SELECTO
20;17;340;20;2;4;2018;1;2;2;1;2;3;49;2;2;MAIZ AMARILLO NACIONAL
5;20;100;5;2;4;2018;1;2;2;1;2;3;49;2;2;MAIZ SELECTO
35;19;665;35;2;4;2018;1;2;2;1;2;3;8;1;2;MAIZ SELECTO
5;18,5;92,5;5;2;4;2018;1;2;2;1;1;3;90;1;2;MAIZ SELECTO
319;14,8;4714,69;318;2;4;2018;1;2;2;1;1;1;3;1;2;MAIZ AMARILLO NACIONAL
60;15,5;930;60;2;4;2018;1;2;2;1;1;3;58;2;2;MAIZ AMARILLO NACIONAL
65;15,5;1000,06;64;2;4;2018;1;2;2;1;1;1;15;1;2;MAIZ AMARILLO NACIONAL
90;15,25;1372,5;90;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ AMARILLO NACIONAL
60;18;1080;60;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ SELECTO
302;15,5;4681;302;2;4;2018;1;2;2;1;1;1;115;1;2;MAIZ AMARILLO NACIONAL
294;15;4411,35;294;2;4;2018;1;2;2;1;1;1;3;1;2;MAIZ AMARILLO NACIONAL
19;14,5;281,3;19;2;4;2018;1;2;2;1;1;1;3;1;2;MAIZ SELECTO
30;17,5;525;30;2;4;2018;1;2;2;1;1;1;3;1;2;HARINA NORMAL
300;17;5100;300;2;4;2018;1;2;2;1;1;3;127;1;2;MAIZ AMARILLO NACIONAL
90;19,3;1737;90;2;4;2018;1;2;2;1;1;3;127;1;2;MAIZ SELECTO
4;15;60;4;2;4;2018;1;2;2;1;2;1;8;1;2;MAIZ AMARILLO NACIONAL
1;17,5;17,5;1;2;4;2018;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
15;15;225;15;2;4;2018;1;2;2;1;2;1;8;1;2;HARINA NORMAL
10;15,5;155;10;2;4;2018;1;2;2;1;2;3;113;1;2;MAIZ AMARILLO NACIONAL
60;17;1020;60;2;4;2018;1;2;2;1;1;3;5;1;2;MAIZ AMARILLO NACIONAL
20;19,5;390;20;2;4;2018;1;2;2;1;1;3;5;1;2;MAIZ SELECTO
25;19,5;487,5;25;2;4;2018;1;2;2;1;1;3;75;1;2;MAIZ SELECTO
5;15;75;5;2;4;2018;1;2;2;1;1;3;75;1;2;HARINA NORMAL
10;16;160;10;2;4;2018;1;2;2;1;1;3;90;1;2;MAIZ AMARILLO NACIONAL
20;17;340;20;2;4;2018;1;2;2;1;1;3;110;2;2;MAIZ AMARILLO NACIONAL
15;19,3;289,5;15;2;4;2018;1;2;2;1;1;3;110;2;2;MAIZ SELECTO
15;16,5;247,5;15;2;4;2018;1;2;2;1;1;3;90;1;2;MAIZ AMARILLO NACIONAL
6;15;90;6;2;4;2018;1;2;2;1;1;3;90;1;2;HARINA NORMAL
2;15;30;2;2;4;2018;1;2;2;1;1;3;146;1;2;HARINA NORMAL
40;16,6;664;40;2;4;2018;1;2;2;1;1;3;74;1;2;MAIZ AMARILLO NACIONAL
200;18,5;3700;200;2;4;2018;1;2;2;1;1;3;74;1;2;MAIZ SELECTO
10;15;150;10;2;4;2018;1;2;2;1;1;3;74;1;2;HARINA NORMAL
291;16;4656;291;2;4;2018;1;2;2;3;1;3;113;1;2;MAIZ AMARILLO NACIONAL
97;16,3;1581,1;97;2;4;2018;1;2;2;3;1;3;113;1;2;MAIZ MOLIDO GRUESO
251;16;4016;251;2;4;2018;1;2;2;1;2;3;132;2;2;MAIZ AMARILLO NACIONAL
350;17;5950;350;2;4;2018;1;2;2;1;1;3;74;1;2;MAIZ AMARILLO NACIONAL
100;18,5;1850;100;2;4;2018;1;2;2;1;1;3;74;1;2;MAIZ SELECTO
50;15;750;50;2;4;2018;1;2;2;1;1;3;74;1;2;HARINA NORMAL
894;16,06;14364;894;2;4;2018;1;2;2;1;1;1;3;1;2;MAIZ AMARILLO NACIONAL
20;17;340;20;2;4;2018;1;1;2;1;1;3;50;1;2;MAIZ AMARILLO NACIONAL
399;15,8;6302,78;398;2;4;2018;1;2;2;1;1;1;75;1;2;MAIZ AMARILLO NACIONAL
10;19,5;195;10;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ SELECTO
891;16;14256;891;2;4;2018;1;2;2;1;1;1;3;1;2;MAIZ AMARILLO NACIONAL
48;18,5;897,25;48;2;4;2018;1;2;2;1;1;1;3;1;2;MAIZ SELECTO
1;17;17;1;2;4;2018;1;2;2;3;1;3;112;1;2;MAIZ AMARILLO NACIONAL
1;19,5;19,5;1;2;4;2018;1;2;2;3;1;3;112;1;2;MAIZ SELECTO
233;16,5;3841,2;232;2;4;2018;1;2;2;1;1;3;40;1;2;MAIZ AMARILLO NACIONAL
140;16,4;2296;140;2;4;2018;1;2;2;1;1;3;32;1;2;MAIZ AMARILLO NACIONAL
30;17;510;30;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ AMARILLO NACIONAL
20;19,5;390;20;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ SELECTO
16;16,75;268;16;2;4;2018;1;2;2;1;2;3;132;1;2;MAIZ AMARILLO NACIONAL
140;16,4;2296;140;2;4;2018;1;2;2;1;1;3;32;1;2;MAIZ AMARILLO NACIONAL
10;16,5;165;10;2;4;2018;1;2;2;1;1;3;146;1;2;MAIZ AMARILLO NACIONAL
10;16,5;165;10;2;4;2018;1;2;2;1;1;3;63;1;2;MAIZ AMARILLO NACIONAL
4;19;76;4;2;4;2018;1;2;2;1;1;3;63;1;2;MAIZ SELECTO
18;16,5;297;18;2;4;2018;1;2;2;1;1;3;90;1;2;MAIZ AMARILLO NACIONAL
5;19;95;5;2;4;2018;1;2;2;1;1;3;90;1;2;MAIZ SELECTO
10;15;150;10;2;4;2018;1;2;2;1;1;3;90;1;2;HARINA NORMAL
800;16,5;13200;800;2;4;2018;1;2;2;1;1;3;50;1;2;MAIZ AMARILLO NACIONAL
1;19,5;19,5;1;2;4;2018;1;2;2;1;1;1;50;1;1;MAIZ SELECTO
300;17;5100;300;2;4;2018;1;2;2;1;1;3;127;1;2;MAIZ AMARILLO NACIONAL
40;19,5;780;40;2;4;2018;1;2;2;1;1;3;127;1;2;MAIZ SELECTO
20;17;340;20;2;4;2018;1;1;2;1;1;3;50;1;2;MAIZ AMARILLO NACIONAL
50;16,6;830;50;2;4;2018;1;2;2;1;1;3;74;1;2;MAIZ AMARILLO NACIONAL
200;18,5;3700;200;2;4;2018;1;2;2;1;1;3;74;1;2;MAIZ SELECTO
445;16,5;7342,5;445;2;4;2018;1;2;2;3;1;3;95;3;2;MAIZ AMARILLO NACIONAL
15;16,2;243;15;2;4;2018;1;2;2;1;1;3;64;1;2;MAIZ AMARILLO NACIONAL
4;19,5;78;4;2;4;2018;1;2;2;1;1;3;146;1;2;MAIZ SELECTO
10;16,5;165;10;2;4;2018;1;2;2;1;1;3;146;1;2;MAIZ AMARILLO NACIONAL
476;16,5;7858,13;476;2;4;2018;1;2;2;1;1;3;132;1;2;MAIZ AMARILLO NACIONAL
50;15;755,25;50;2;4;2018;1;2;2;1;1;3;125;2;2;MAIZ AMARILLO NACIONAL
20;17,25;345;20;2;4;2018;1;2;2;1;1;3;125;2;2;MAIZ SELECTO
98;15;1471,5;98;2;4;2018;1;2;2;1;1;1;3;1;2;MAIZ AMARILLO NACIONAL
98;14,5;1422,45;98;2;4;2018;1;2;2;1;1;1;3;1;2;MAIZ AMARILLO NACIONAL
50;15;750;50;2;4;2018;1;2;2;1;2;3;92;1;2;MAIZ AMARILLO NACIONAL
38;15;570;38;2;4;2018;1;2;2;1;1;1;39;3;2;MAIZ AMARILLO NACIONAL
16;17,2;275,2;16;2;4;2018;1;2;2;1;1;1;39;3;2;MAIZ SELECTO
1;16;16;1;2;4;2018;1;2;2;1;1;1;144;1;2;MAIZ AMARILLO NACIONAL
11;17;187;11;2;4;2018;1;2;2;1;2;3;49;1;2;MAIZ AMARILLO NACIONAL
1;15;15;1;2;4;2018;1;2;2;1;2;3;49;1;2;HARINA NORMAL
2178;16;34851,52;2178;2;4;2018;1;2;2;1;2;1;146;1;2;MAIZ AMARILLO NACIONAL
45;17;765;45;2;4;2018;1;1;2;1;1;3;50;1;2;MAIZ AMARILLO NACIONAL
2;19,5;39;2;2;4;2018;1;2;2;1;1;3;90;1;2;MAIZ SELECTO
10;15;150;10;2;4;2018;1;2;2;1;1;3;90;1;2;HARINA NORMAL
13;16,8;218,4;13;2;4;2018;1;2;2;1;1;3;90;1;2;MAIZ AMARILLO NACIONAL
50;19;950;50;2;4;2018;1;2;2;1;1;3;115;1;2;MAIZ SELECTO
260;16,4;4268,92;260;2;4;2018;1;2;2;1;1;3;132;1;2;MAIZ AMARILLO NACIONAL
600;16,35;9810;600;2;4;2018;1;2;2;1;1;3;113;1;2;MAIZ AMARILLO NACIONAL
90;16,5;1485;90;2;4;2018;1;2;2;1;1;3;32;1;2;MAIZ AMARILLO NACIONAL
40;19,2;768;40;2;4;2018;1;2;2;1;1;3;32;1;2;MAIZ SELECTO
4;15;60;4;2;4;2018;1;2;2;1;1;3;32;1;2;HARINA NORMAL
250;16,5;4125;250;2;4;2018;1;2;2;1;1;3;54;1;1;MAIZ AMARILLO NACIONAL
150;16,6;2490;150;2;4;2018;1;2;2;1;1;3;74;1;2;MAIZ AMARILLO NACIONAL
50;18,5;925;50;2;4;2018;1;2;2;1;1;3;74;1;2;MAIZ SELECTO
51;16,7;847,36;50;2;4;2018;1;2;2;1;1;3;15;1;2;MAIZ AMARILLO NACIONAL
25;17;425;25;2;4;2018;1;1;2;1;1;3;50;1;2;MAIZ AMARILLO NACIONAL
2;19,3;38,6;2;2;4;2018;1;2;2;3;1;3;146;1;2;MAIZ SELECTO
80;17;1360;80;2;4;2018;1;2;2;1;1;3;5;1;2;MAIZ AMARILLO NACIONAL
24;16,7;400,8;24;2;4;2018;1;2;2;1;1;3;90;1;2;MAIZ AMARILLO NACIONAL
3;19;57;3;2;4;2018;1;2;2;1;1;3;90;1;2;MAIZ SELECTO
10;15;150;10;2;4;2018;1;2;2;1;1;3;90;1;2;HARINA NORMAL
691;16,6;11470,93;691;2;4;2018;1;2;2;1;1;1;146;1;2;MAIZ AMARILLO NACIONAL
30;17;510;30;2;4;2018;1;1;2;1;1;3;50;1;2;MAIZ AMARILLO NACIONAL
20;19,5;390;20;2;4;2018;1;1;2;1;1;3;50;1;2;MAIZ SELECTO
65;17;1105;65;2;4;2018;1;2;2;3;1;1;132;1;2;MAIZ AMARILLO NACIONAL
15;19,5;292,5;15;2;4;2018;1;2;2;3;1;1;132;1;2;MAIZ SELECTO
475;16,5;7837,5;475;2;4;2018;1;2;2;1;1;3;132;1;2;MAIZ AMARILLO NACIONAL
7;16,75;117,25;7;2;4;2018;1;2;2;1;1;3;63;1;2;MAIZ AMARILLO NACIONAL
3;19;57;3;2;4;2018;1;2;2;1;1;3;63;1;2;MAIZ SELECTO
200;16,4;3280;200;2;4;2018;1;2;2;1;2;3;3;1;2;MAIZ AMARILLO NACIONAL
10;16,8;168;10;2;4;2018;1;2;2;1;1;3;90;1;2;MAIZ AMARILLO NACIONAL
4;19,5;78;4;2;4;2018;1;2;2;1;1;3;90;1;2;MAIZ SELECTO
15;15;225;15;2;4;2018;1;2;2;1;1;3;90;1;2;HARINA NORMAL
90;16,5;1485;90;2;4;2018;1;1;2;1;1;3;54;1;1;MAIZ AMARILLO NACIONAL
1070;16,5;17655;1070;2;4;2018;1;2;2;1;1;3;27;1;2;MAIZ AMARILLO NACIONAL
534;18,2;9709,7;533;2;4;2018;1;2;2;3;2;3;146;1;2;MAIZ SELECTO
450;16;7200;450;2;4;2018;1;2;2;1;1;3;74;1;2;MAIZ AMARILLO NACIONAL
100;18,5;1850;100;2;4;2018;1;2;2;1;1;3;74;1;2;MAIZ SELECTO
30;17;510;30;2;4;2018;1;1;2;1;1;3;50;1;2;MAIZ AMARILLO NACIONAL
5;19,5;97,5;5;2;4;2018;1;1;2;1;1;3;50;1;2;MAIZ SELECTO
20;16,5;330;20;2;4;2018;1;2;2;1;1;3;63;1;2;MAIZ AMARILLO NACIONAL
1;15;15;1;2;4;2018;1;2;2;1;1;3;63;1;2;HARINA NORMAL
150;17;2550;150;2;4;2018;1;2;2;1;1;3;74;1;2;MAIZ AMARILLO NACIONAL
100;19;1900;100;2;4;2018;1;2;2;1;1;3;74;1;2;MAIZ SELECTO
50;16;800;50;2;4;2018;1;2;2;1;1;3;111;1;2;MAIZ AMARILLO NACIONAL
5;19;95;5;2;4;2018;1;2;2;1;1;3;111;1;2;MAIZ SELECTO
320;16,5;5280;320;2;4;2018;1;2;2;1;1;1;60;2;2;MAIZ AMARILLO NACIONAL
10;19;184,3;9;2;4;2018;1;2;2;1;1;1;60;2;2;MAIZ SELECTO
1;19,5;19,5;1;2;4;2018;1;2;2;1;1;1;50;1;1;MAIZ SELECTO
30;17;510;30;2;4;2018;1;1;2;1;1;3;50;1;2;MAIZ AMARILLO NACIONAL
10;19,5;195;10;2;4;2018;1;1;2;1;1;3;50;1;2;MAIZ SELECTO
26;15;397,5;26;2;4;2018;1;1;2;1;1;1;60;1;2;HARINA NORMAL
80;16;1280;80;2;4;2018;1;1;2;1;1;3;54;1;1;MAIZ AMARILLO NACIONAL
1406;17;23910,5;1406;2;4;2018;1;2;2;1;1;3;146;1;2;MAIZ AMARILLO NACIONAL
10;18,5;185;10;2;4;2018;1;2;2;1;1;3;25;1;2;MAIZ SELECTO
10;13,5;135;10;2;4;2018;1;2;2;1;1;3;25;1;2;HARINA NORMAL
100;18,25;1825;100;2;4;2018;1;2;2;1;1;1;3;1;2;MAIZ SELECTO
10;16,5;165;10;2;4;2018;1;2;2;1;1;3;90;1;2;MAIZ AMARILLO NACIONAL
10;15;150;10;2;4;2018;1;2;2;1;1;3;90;1;2;HARINA NORMAL
120;16,4;1968;120;2;4;2018;1;2;2;1;1;3;32;1;2;MAIZ AMARILLO NACIONAL
15;19;285;15;2;4;2018;1;2;2;1;1;3;32;1;2;MAIZ SELECTO
5;15;75;5;2;4;2018;1;2;2;1;1;3;32;1;2;HARINA NORMAL
130;16,4;2132;130;2;4;2018;1;2;2;1;1;3;32;1;2;MAIZ AMARILLO NACIONAL
